id,region,lga,ward,pump_age,extraction_type,quantity,p_non_functional,predicted_status,population_est,priority_score,action,priority_tier
62385,Mara,Serengeti,Kisangura,21.0,other - rope pump,enough,0.3227,functional,2145.0,692.2,5. Aucune action,P1
61608,Manyara,Kiteto,Njoro,9.0,submersible,enough,0.8607,non functional,800.0,688.6,3. Réparation,P1
12109,Pwani,Mkuranga,Kimanzichana,2.0,submersible,enough,0.5722,non functional,1200.0,686.6,4. Inspection de contrôle,P1
52757,Dar es Salaam,Kinondoni,Mbweni,33.0,submersible,dry,0.7659,non functional,896.0,686.2,1. Étude hydrogéologique,P1
5529,Mara,Bunda,Wariku,26.0,other,insufficient,0.977,non functional,700.0,683.9,2. Remplacement,P1
37823,Rukwa,Sumbawanga Urban,Milanzi,29.0,gravity,dry,0.8531,non functional,800.0,682.5,1. Étude hydrogéologique,P1
33439,Dar es Salaam,Kinondoni,Kibamba,23.0,submersible,dry,0.9191,non functional,735.0,675.5,1. Étude hydrogéologique,P1
18306,Lindi,Nachingwea,Stesheni,8.0,india mark ii,dry,0.8335,non functional,810.0,675.1,1. Étude hydrogéologique,P1
38209,Kigoma,Kigoma Urban,Mwanga Kaskazini,38.0,mono,seasonal,0.1901,functional,3520.0,669.2,5. Aucune action,P1
3735,Rukwa,Sumbawanga Urban,Pito,27.0,gravity,dry,0.8821,non functional,750.0,661.6,1. Étude hydrogéologique,P1
69249,Tanga,Pangani,Tungamaa,,submersible,insufficient,0.6596,non functional,1000.0,659.6,3. Réparation,P1
24608,Rukwa,Sumbawanga Urban,Mazwi,29.0,india mark ii,dry,0.1857,functional,3550.0,659.2,1. Étude hydrogéologique,P1
2925,Ruvuma,Songea Rural,Maposeni,17.0,india mark ii,seasonal,0.5324,non functional,1230.0,654.9,4. Inspection de contrôle,P1
48840,Kigoma,Kigoma Rural,Nguruka,8.0,nira/tanira,enough,0.1091,functional,6000.0,654.6,5. Aucune action,P1
73904,Kigoma,Kasulu,Rungwe Mpya,28.0,other,enough,0.6884,non functional,950.0,654.0,2. Remplacement,P1
5245,Pwani,Mkuranga,Tambani,,nira/tanira,dry,0.6502,non functional,1000.0,650.2,1. Étude hydrogéologique,P1
54070,Mara,Serengeti,Kisaka,15.0,afridev,insufficient,0.9268,non functional,700.0,648.8,3. Réparation,P1
59717,Mara,Serengeti,Machochwe,18.0,other - rope pump,insufficient,0.8108,non functional,800.0,648.6,3. Réparation,P1
37501,Mtwara,Newala,Mnekachi,17.0,gravity,insufficient,0.7606,non functional,850.0,646.5,3. Réparation,P1
48637,Kigoma,Kasulu,Muhinda,44.0,ksb,unknown,0.988,non functional,650.0,642.2,2. Remplacement,P1
27185,Rukwa,Sumbawanga Rural,Mambwekenya,15.0,gravity,enough,0.6418,non functional,1000.0,641.8,3. Réparation,P1
21083,Tanga,Korogwe,Bungu,39.0,gravity,dry,0.7127,non functional,900.0,641.4,1. Étude hydrogéologique,P1
45266,Dar es Salaam,Kinondoni,Kibamba,13.0,submersible,dry,0.8734,non functional,734.0,641.1,1. Étude hydrogéologique,P1
36517,Lindi,Ruangwa,Malolo,,other,dry,0.9835,non functional,650.0,639.3,1. Étude hydrogéologique,P1
20014,Mwanza,Ilemela,Ilemela,,swn 80,enough,0.6603,non functional,960.0,633.9,3. Réparation,P1
16908,Singida,Manyoni,Ipande,41.0,mono,enough,0.9753,non functional,650.0,633.9,2. Remplacement,P1
56357,Kigoma,Kigoma Rural,Nguruka,1.0,nira/tanira,enough,0.8431,non functional,750.0,632.3,3. Réparation,P1
45589,Tanga,Kilindi,Kikunde,16.0,swn 80,insufficient,0.5994,non functional,1050.0,629.4,4. Inspection de contrôle,P1
71252,Kigoma,Kasulu,Kilelema,3.0,india mark ii,enough,0.8067,non functional,780.0,629.2,3. Réparation,P1
34504,Mara,Serengeti,Kisangura,19.0,other - rope pump,seasonal,0.7219,non functional,870.0,628.1,3. Réparation,P1
11775,Arusha,Meru,Kikatiti,12.0,gravity,insufficient,0.1255,functional,5000.0,627.5,5. Aucune action,P1
3309,Morogoro,Kilombero,Chita,5.0,other,insufficient,0.9623,non functional,650.0,625.5,2. Remplacement,P1
32444,Arusha,Longido,Engarenaibor,6.0,gravity,enough,0.7768,non functional,800.0,621.4,3. Réparation,P1
25587,Ruvuma,Songea Rural,Kilagano,29.0,gravity,enough,0.4139,functional,1500.0,620.8,4. Inspection de contrôle,P1
13469,Lindi,Kilwa,Njinjo,28.0,other,enough,0.9828,non functional,630.0,619.2,2. Remplacement,P1
24399,Mara,Rorya,Nyahongo,3.0,gravity,enough,0.6275,non functional,986.0,618.7,3. Réparation,P1
46232,Rukwa,Sumbawanga Urban,Mollo,28.0,other,dry,0.9493,non functional,650.0,617.0,1. Étude hydrogéologique,P1
2647,Lindi,Ruangwa,Makanjiro,25.0,nira/tanira,enough,0.3513,functional,1750.0,614.8,4. Inspection de contrôle,P1
16424,Iringa,Kilolo,Ukumbi,37.0,gravity,enough,0.9423,non functional,650.0,612.5,2. Remplacement,P1
58842,Lindi,Lindi Rural,Nahukahuka,3.0,other,insufficient,0.7959,non functional,765.0,608.9,2. Remplacement,P1
13684,Ruvuma,Songea Urban,Ruvuma,12.0,india mark ii,seasonal,0.1087,functional,5600.0,608.7,5. Aucune action,P1
23894,Mtwara,Mtwara Rural,Kiromba,2.0,mono,insufficient,0.7526,non functional,800.0,602.1,2. Remplacement,P1
5851,Pwani,Kibaha,Mlandizi,4.0,mono,enough,0.0525,functional,11469.0,602.1,5. Aucune action,P1
3105,Mtwara,Mtwara Rural,Mnima,1.0,mono,enough,0.996,non functional,600.0,597.6,2. Remplacement,P1
47789,Ruvuma,Songea Rural,Tanga,23.0,other,dry,0.994,non functional,600.0,596.4,1. Étude hydrogéologique,P1
61531,Manyara,Kiteto,Songambele,5.0,submersible,enough,0.8767,non functional,680.0,596.2,3. Réparation,P1
13785,Singida,Manyoni,Itigi,40.0,mono,insufficient,0.9909,non functional,600.0,594.5,2. Remplacement,P1
36471,Morogoro,Morogoro Rural,Ngerengere,14.0,other,seasonal,0.9902,non functional,600.0,594.1,2. Remplacement,P1
5948,Tanga,Pangani,Mkwaja,39.0,other,dry,0.9885,non functional,600.0,593.1,1. Étude hydrogéologique,P1
70080,Singida,Manyoni,Itigi,39.0,windmill,insufficient,0.4233,functional,1400.0,592.6,4. Inspection de contrôle,P1
56135,Lindi,Ruangwa,Luchelegwa,7.0,india mark iii,enough,0.8703,non functional,680.0,591.8,3. Réparation,P1
22275,Pwani,Bagamoyo,Kibindu,15.0,other,insufficient,0.9864,non functional,600.0,591.8,2. Remplacement,P1
3121,Mwanza,Ukerewe,Murutunguru,29.0,gravity,seasonal,0.9687,non functional,610.0,590.9,2. Remplacement,P1
39634,Morogoro,Kilombero,Ifakara,35.0,submersible,insufficient,0.9846,non functional,600.0,590.8,2. Remplacement,P1
27090,Kilimanjaro,Mwanga,Msangeni,41.0,other,insufficient,0.9803,non functional,600.0,588.2,2. Remplacement,P1
21963,Pwani,Mafia,Kilindoni,,other,seasonal,0.7841,non functional,750.0,588.1,2. Remplacement,P1
34537,Mtwara,Mtwara Rural,Mtiniko,1.0,mono,enough,0.9792,non functional,600.0,587.5,2. Remplacement,P1
13277,Tanga,Muheza,Magila,28.0,other,enough,0.9788,non functional,600.0,587.3,2. Remplacement,P1
47711,Tanga,Pangani,Pangani Mashariki,1.0,other,insufficient,0.9778,non functional,600.0,586.7,2. Remplacement,P1
65029,Kigoma,Kigoma Urban,Majengo,9.0,other,dry,0.9777,non functional,600.0,586.6,1. Étude hydrogéologique,P1
9239,Ruvuma,Songea Rural,Magagura,17.0,other,dry,0.9757,non functional,600.0,585.4,1. Étude hydrogéologique,P1
68185,Tanga,Kilindi,Jaila,7.0,swn 80,insufficient,0.5839,non functional,1000.0,583.9,4. Inspection de contrôle,P1
67476,Manyara,Kiteto,Songambele,14.0,submersible,insufficient,0.8299,non functional,700.0,580.9,3. Réparation,P1
30747,Dar es Salaam,Kinondoni,Kibamba,3.0,submersible,dry,0.7881,non functional,735.0,579.3,1. Étude hydrogéologique,P1
2318,Pwani,Mkuranga,Kisiju,,nira/tanira,enough,0.4826,functional,1200.0,579.1,4. Inspection de contrôle,P1
46539,Lindi,Nachingwea,Mtua,25.0,other,enough,0.9976,non functional,580.0,578.6,2. Remplacement,P1
15227,Mtwara,Mtwara Rural,Kiromba,1.0,mono,enough,0.9926,non functional,580.0,575.7,2. Remplacement,P1
50867,Tanga,Handeni,Kiva,31.0,submersible,enough,0.718,non functional,800.0,574.4,2. Remplacement,P1
40994,Tanga,Korogwe,Msambiazi,36.0,gravity,unknown,0.6958,non functional,825.0,574.0,2. Remplacement,P1
53743,Tanga,Korogwe,Msambiazi,12.0,other,unknown,0.9836,non functional,583.0,573.4,2. Remplacement,P1
68059,Lindi,Kilwa,Likawage,28.0,other,enough,0.9713,non functional,590.0,573.1,2. Remplacement,P1
65384,Ruvuma,Songea Rural,Lilambo,6.0,india mark ii,dry,0.7638,non functional,750.0,572.8,1. Étude hydrogéologique,P1
44189,Mtwara,Newala,Makukwe,25.0,gravity,insufficient,0.7317,non functional,780.0,570.7,2. Remplacement,P1
56702,Pwani,Kisarawe,Mzenga,33.0,gravity,enough,0.9494,non functional,600.0,569.6,2. Remplacement,P1
50342,Mara,Bunda,Nyamhula,1.0,india mark ii,unknown,0.1894,functional,3000.0,568.2,5. Aucune action,P1
56506,Pwani,Mkuranga,Mkuranga,3.0,submersible,enough,0.3372,functional,1685.0,568.2,5. Aucune action,P1
10025,Pwani,Mkuranga,Magawa,0.0,other,enough,0.7957,non functional,714.0,568.1,2. Remplacement,P1
70033,Kigoma,Kasulu,Rungwe Mpya,17.0,other,enough,0.8705,non functional,650.0,565.8,2. Remplacement,P1
9282,Iringa,Kilolo,Mahenge,2.0,afridev,enough,0.7063,non functional,800.0,565.0,3. Réparation,P1
6277,Pwani,Kisarawe,Msimbu,2.0,india mark ii,insufficient,0.1064,functional,5300.0,563.9,5. Aucune action,P1
39667,Kilimanjaro,Mwanga,Kileo,40.0,submersible,insufficient,0.8884,non functional,634.0,563.2,2. Remplacement,P1
6953,Morogoro,Kilosa,Dumila,27.0,swn 80,insufficient,0.1126,functional,5000.0,563.0,5. Aucune action,P1
36577,Rukwa,Sumbawanga Urban,Ntendo,38.0,gravity,dry,0.9351,non functional,600.0,561.1,1. Étude hydrogéologique,P1
5591,Manyara,Babati,Mwada,4.0,other,enough,0.9567,non functional,585.0,559.7,2. Remplacement,P1
38694,Kigoma,Kibondo,Gwanumpu,7.0,india mark ii,enough,0.699,non functional,800.0,559.2,3. Réparation,P1
69597,Lindi,Ruangwa,Ruangwa,34.0,other,enough,0.9981,non functional,560.0,558.9,2. Remplacement,P1
66085,Lindi,Nachingwea,Nambambo,,other,dry,0.9977,non functional,560.0,558.7,1. Étude hydrogéologique,P1
37845,Pwani,Mkuranga,Mkamba,6.0,other,enough,0.9289,non functional,600.0,557.3,2. Remplacement,P1
25169,Mara,Serengeti,Busawe,5.0,gravity,enough,0.3712,functional,1500.0,556.8,4. Inspection de contrôle,P1
33182,Lindi,Ruangwa,Likunja,29.0,other,insufficient,0.9941,non functional,560.0,556.7,2. Remplacement,P1
39284,Singida,Iramba,Mbelekese,26.0,other,dry,0.9789,non functional,568.0,556.0,1. Étude hydrogéologique,P1
4627,Mwanza,Ukerewe,Namagondo,,other,insufficient,0.6942,non functional,800.0,555.4,2. Remplacement,P1
39331,Morogoro,Kilombero,Chita,6.0,other,insufficient,0.9247,non functional,600.0,554.8,2. Remplacement,P1
17248,Singida,Manyoni,Heka Azimio,23.0,windmill,enough,0.3691,functional,1500.0,553.6,4. Inspection de contrôle,P1
72490,Pwani,Rufiji,Mahege,11.0,nira/tanira,insufficient,0.8609,non functional,642.0,552.7,3. Réparation,P1
64167,Singida,Manyoni,Ipande,41.0,mono,enough,0.9838,non functional,560.0,550.9,2. Remplacement,P1
48502,Mtwara,Tandahimba,Maundo,31.0,submersible,dry,0.9834,non functional,560.0,550.7,1. Étude hydrogéologique,P1
9296,Mtwara,Tandahimba,Maundo,31.0,submersible,dry,0.9834,non functional,560.0,550.7,1. Étude hydrogéologique,P1
21621,Kigoma,Kasulu,Kitagata,38.0,mono,enough,0.9325,non functional,590.0,550.2,2. Remplacement,P1
20466,Mtwara,Tandahimba,Namikupa,31.0,submersible,dry,0.9799,non functional,560.0,548.7,1. Étude hydrogéologique,P1
2477,Tanga,Kilindi,Pangwi,1.0,swn 80,insufficient,0.3913,functional,1402.0,548.6,4. Inspection de contrôle,P1
37864,Mara,Bunda,Nyamhula,35.0,gravity,insufficient,0.962,non functional,570.0,548.3,2. Remplacement,P1
44003,Pwani,Mkuranga,Vikindu,7.0,submersible,enough,0.0791,functional,6922.0,547.5,5. Aucune action,P1
3088,Mara,Bunda,Nyamuswa,22.0,gravity,seasonal,0.5399,non functional,1013.0,546.9,4. Inspection de contrôle,P1
52115,Ruvuma,Songea Rural,Matimira,30.0,gravity,dry,0.8653,non functional,630.0,545.1,1. Étude hydrogéologique,P1
51844,Singida,Manyoni,Kintinku,17.0,other,enough,0.9732,non functional,560.0,545.0,2. Remplacement,P1
30873,Mwanza,Ukerewe,Nkilizya,11.0,other,insufficient,0.68,non functional,800.0,544.0,2. Remplacement,P1
72223,Lindi,Ruangwa,Mnacho,38.0,gravity,enough,0.8631,non functional,630.0,543.8,2. Remplacement,P1
62283,Ruvuma,Songea Rural,Muhukuru,25.0,india mark ii,seasonal,0.3392,functional,1600.0,542.7,5. Aucune action,P1
34508,Pwani,Mafia,Jibondo,,gravity,insufficient,0.4751,functional,1142.0,542.6,4. Inspection de contrôle,P1
67514,Morogoro,Kilombero,Ifakara,18.0,swn 80,insufficient,0.4521,functional,1200.0,542.5,4. Inspection de contrôle,P1
47692,Mwanza,Ukerewe,Namilembe,16.0,other,insufficient,0.903,non functional,600.0,541.8,2. Remplacement,P1
39274,Arusha,Longido,Ketumbeine,35.0,gravity,insufficient,0.0901,functional,6000.0,540.6,5. Aucune action,P1
18356,Pwani,Mkuranga,Vikindu,7.0,submersible,enough,0.0781,functional,6922.0,540.6,5. Aucune action,P1
56078,Morogoro,Kilombero,Mkula,38.0,gravity,insufficient,0.8982,non functional,600.0,538.9,2. Remplacement,P1
47654,Tanga,Mkinga,Duga,3.0,gravity,enough,0.6732,non functional,800.0,538.6,3. Réparation,P1
73476,Kigoma,Kasulu,Rusesa,37.0,gravity,enough,0.2564,functional needs repair,2100.0,538.4,5. Aucune action,P1
36880,Rukwa,Sumbawanga Urban,Ntendo,22.0,india mark ii,seasonal,0.3956,functional,1360.0,538.0,4. Inspection de contrôle,P1
27055,Rukwa,Sumbawanga Urban,Mazwi,30.0,india mark ii,enough,0.4361,functional,1230.0,536.4,4. Inspection de contrôle,P1
53362,Kigoma,Kasulu,Muyama,35.0,ksb,enough,0.9898,non functional,540.0,534.5,2. Remplacement,P1
47412,Mwanza,Ukerewe,Muriti,37.0,other,insufficient,0.6674,non functional,800.0,533.9,2. Remplacement,P1
45060,Morogoro,Kilosa,Chakwale,7.0,other,insufficient,0.2524,functional,2100.0,530.0,5. Aucune action,P1
372,Mara,Bunda,Kibara,35.0,gravity,enough,0.4412,functional,1200.0,529.4,4. Inspection de contrôle,P1
33398,Kigoma,Kibondo,Kasanda,16.0,india mark ii,enough,0.8818,non functional,600.0,529.1,3. Réparation,P1
7268,Ruvuma,Songea Rural,Maposeni,4.0,other,enough,0.361,functional,1460.0,527.1,4. Inspection de contrôle,P1
37196,Morogoro,Kilombero,Mlimba,14.0,gravity,insufficient,0.9394,non functional,560.0,526.1,3. Réparation,P1
52228,Lindi,Nachingwea,Lionja,12.0,gravity,seasonal,0.6993,non functional,749.0,523.8,3. Réparation,P1
72723,Pwani,Mkuranga,Mkuranga,,submersible,enough,0.1243,functional,4208.0,523.1,5. Aucune action,P1
15617,Rukwa,Sumbawanga Urban,Matanga,26.0,gravity,seasonal,0.9504,non functional,550.0,522.7,2. Remplacement,P1
14490,Mara,Serengeti,Mugumu Urban,17.0,afridev,enough,0.6526,non functional,800.0,522.1,3. Réparation,P1
68130,Rukwa,Sumbawanga Urban,Matanga,32.0,gravity,dry,0.9478,non functional,550.0,521.3,1. Étude hydrogéologique,P1
55024,Lindi,Kilwa,Chumo,28.0,other,enough,0.9806,non functional,530.0,519.7,2. Remplacement,P1
71164,Mtwara,Tandahimba,Namikupa,31.0,submersible,dry,0.9785,non functional,530.0,518.6,1. Étude hydrogéologique,P1
12837,Lindi,Ruangwa,Nkowe,34.0,other,enough,0.9948,non functional,520.0,517.3,2. Remplacement,P1
32190,Tanga,Kilindi,Masagalu,23.0,swn 80,insufficient,0.286,functional,1800.0,514.8,5. Aucune action,P1
4844,Tanga,Kilindi,Masagalu,23.0,swn 80,insufficient,0.286,functional,1800.0,514.8,5. Aucune action,P1
15994,Kigoma,Kasulu,Rungwe Mpya,17.0,other,enough,0.6088,non functional,845.0,514.4,2. Remplacement,P1
33112,Mara,Serengeti,Kisaka,15.0,afridev,enough,0.8553,non functional,600.0,513.2,3. Réparation,P1
73460,Tanga,Korogwe,Magoma,2.0,afridev,dry,0.7325,non functional,700.0,512.8,1. Étude hydrogéologique,P1
11375,Pwani,Mkuranga,Mkuranga,-7.0,other,enough,0.5702,non functional,898.0,512.0,4. Inspection de contrôle,P1
20540,Lindi,Ruangwa,Chienjere,24.0,nira/tanira,insufficient,0.4256,non functional,1200.0,510.7,4. Inspection de contrôle,P1
70162,Mara,Bunda,Nyamuswa,,gravity,insufficient,0.3914,functional,1300.0,508.8,4. Inspection de contrôle,P1
286,Singida,Iramba,Ibaga,5.0,submersible,enough,0.8129,non functional,625.0,508.1,3. Réparation,P1
10021,Lindi,Kilwa,Kiranjeranje,1.0,other,enough,0.9011,non functional,560.0,504.6,2. Remplacement,P1
61678,Tabora,Urambo,Songambele,,ksb,dry,0.9122,non functional,550.0,501.7,1. Étude hydrogéologique,P1
18623,Tabora,Urambo,Songambele,,ksb,dry,0.9122,non functional,550.0,501.7,1. Étude hydrogéologique,P1
59793,Mara,Serengeti,Nyambureti,15.0,nira/tanira,insufficient,0.5009,non functional,1000.0,500.9,4. Inspection de contrôle,P1
12567,Morogoro,Morogoro Rural,Mkuyuni,29.0,swn 80,dry,0.5565,non functional,900.0,500.8,1. Étude hydrogéologique,P1
46654,Ruvuma,Songea Rural,Muhukuru,25.0,india mark ii,dry,0.3334,functional,1500.0,500.1,1. Étude hydrogéologique,P1
45392,Mtwara,Mtwara Rural,Kitere,28.0,other,enough,0.9978,non functional,500.0,498.9,2. Remplacement,P1
48807,Mtwara,Mtwara Rural,Kiromba,2.0,mono,insufficient,0.7124,non functional,700.0,498.7,2. Remplacement,P1
8754,Kigoma,Kigoma Rural,Nguruka,41.0,other,enough,0.9974,non functional,500.0,498.7,2. Remplacement,P1
52047,Mwanza,Ukerewe,Namilembe,38.0,other,insufficient,0.9971,non functional,500.0,498.6,2. Remplacement,P1
63208,Shinyanga,Maswa,Isanga,,other,enough,0.9961,non functional,500.0,498.0,2. Remplacement,P1
34010,Mara,Bunda,Butimba,17.0,other,enough,0.9956,non functional,500.0,497.8,2. Remplacement,P1
63657,Dar es Salaam,Ilala,Msongola,13.0,other,enough,0.9952,non functional,500.0,497.6,2. Remplacement,P1
6690,Dar es Salaam,Ilala,Chanika,23.0,other,enough,0.9946,non functional,500.0,497.3,2. Remplacement,P1
36752,Shinyanga,Maswa,Lalago,,other,dry,0.9943,non functional,500.0,497.2,1. Étude hydrogéologique,P1
48582,Shinyanga,Maswa,Isanga,,other,dry,0.9939,non functional,500.0,497.0,1. Étude hydrogéologique,P1
45857,Shinyanga,Maswa,Ngulinguli,,other,enough,0.994,non functional,500.0,497.0,2. Remplacement,P1
18841,Rukwa,Sumbawanga Urban,Milanzi,29.0,gravity,dry,0.9034,non functional,550.0,496.9,1. Étude hydrogéologique,P1
324,Mwanza,Ukerewe,Namagondo,29.0,other,insufficient,0.9937,non functional,500.0,496.8,2. Remplacement,P1
1945,Mwanza,Ukerewe,Namagondo,29.0,other,insufficient,0.9934,non functional,500.0,496.7,2. Remplacement,P1
12363,Ruvuma,Namtumbo,Ligera,2.0,other,unknown,0.9931,non functional,500.0,496.6,2. Remplacement,P1
16059,Shinyanga,Shinyanga Rural,Imesela,,other,insufficient,0.9932,non functional,500.0,496.6,2. Remplacement,P1
6882,Pwani,Kibaha,Tumbi,3.0,submersible,enough,0.7883,non functional,630.0,496.6,3. Réparation,P1
51924,Shinyanga,Shinyanga Rural,Imesela,,other,insufficient,0.9932,non functional,500.0,496.6,2. Remplacement,P1
51794,Mtwara,Mtwara Rural,Ndumbwe,38.0,other,enough,0.993,non functional,500.0,496.5,2. Remplacement,P1
217,Shinyanga,Shinyanga Rural,Itwangi,,other,insufficient,0.993,non functional,500.0,496.5,2. Remplacement,P1
17408,Shinyanga,Meatu,Imalaseko,,other,dry,0.9928,non functional,500.0,496.4,1. Étude hydrogéologique,P1
6582,Shinyanga,Shinyanga Rural,Didia,,other,insufficient,0.9924,non functional,500.0,496.2,2. Remplacement,P1
26935,Lindi,Ruangwa,Chienjere,35.0,gravity,enough,0.936,non functional,530.0,496.1,2. Remplacement,P1
30412,Singida,Manyoni,Chikola,38.0,mono,enough,0.992,non functional,500.0,496.0,2. Remplacement,P1
69872,Rukwa,Mpanda,Katuma,19.0,other,enough,0.9919,non functional,500.0,496.0,2. Remplacement,P1
49532,Singida,Manyoni,Chikola,38.0,mono,enough,0.9921,non functional,500.0,496.0,2. Remplacement,P1
1677,Singida,Manyoni,Itigi,40.0,mono,insufficient,0.9916,non functional,500.0,495.8,2. Remplacement,P1
12018,Shinyanga,Meatu,Mwabuzo,,other,dry,0.9917,non functional,500.0,495.8,1. Étude hydrogéologique,P1
9328,Shinyanga,Shinyanga Rural,Didia,,other,insufficient,0.9914,non functional,500.0,495.7,2. Remplacement,P1
24832,Morogoro,Morogoro Rural,Mkuyuni,29.0,swn 80,insufficient,0.5505,non functional,900.0,495.4,4. Inspection de contrôle,P1
22313,Mwanza,Ilemela,Ilemela,,swn 80,enough,0.516,non functional,960.0,495.4,4. Inspection de contrôle,P1
52469,Pwani,Bagamoyo,Vigwaza,15.0,other,enough,0.9906,non functional,500.0,495.3,2. Remplacement,P1
21867,Shinyanga,Shinyanga Rural,Mwantini,,mono,enough,0.9899,non functional,500.0,495.0,2. Remplacement,P1
16165,Shinyanga,Maswa,Lalago,,other,enough,0.9898,non functional,500.0,494.9,2. Remplacement,P1
65520,Shinyanga,Shinyanga Rural,Didia,,mono,enough,0.9898,non functional,500.0,494.9,2. Remplacement,P1
30934,Shinyanga,Shinyanga Rural,Didia,,mono,enough,0.9898,non functional,500.0,494.9,2. Remplacement,P1
57266,Shinyanga,Shinyanga Rural,Didia,,mono,insufficient,0.9898,non functional,500.0,494.9,2. Remplacement,P1
8017,Shinyanga,Maswa,Dakama,,other,enough,0.9894,non functional,500.0,494.7,2. Remplacement,P1
15702,Shinyanga,Shinyanga Rural,Mwamala,,mono,enough,0.9885,non functional,500.0,494.2,2. Remplacement,P1
30988,Shinyanga,Bukombe,Bukombe,,other,insufficient,0.9882,non functional,500.0,494.1,2. Remplacement,P1
11737,Shinyanga,Shinyanga Rural,Usule,,other,insufficient,0.9882,non functional,500.0,494.1,2. Remplacement,P1
19445,Shinyanga,Shinyanga Rural,Tinde,,other,insufficient,0.9881,non functional,500.0,494.0,2. Remplacement,P1
28521,Shinyanga,Shinyanga Rural,Tinde,,other,enough,0.988,non functional,500.0,494.0,2. Remplacement,P1
4179,Shinyanga,Shinyanga Rural,Didia,,other,seasonal,0.9879,non functional,500.0,494.0,2. Remplacement,P1
57915,Shinyanga,Meatu,Mwanhunzi,,other,enough,0.9881,non functional,500.0,494.0,2. Remplacement,P1
19594,Shinyanga,Shinyanga Rural,Didia,,other,seasonal,0.9879,non functional,500.0,494.0,2. Remplacement,P1
11365,Shinyanga,Shinyanga Rural,Usanda,,mono,insufficient,0.9877,non functional,500.0,493.8,2. Remplacement,P1
